dealer_busts,player_busts,player_loses,draw,player_wins
11,45,56,8,36
9,55,64,3,33
17,42,55,10,35
12,45,59,4,37
18,40,48,5,47
11,49,63,7,30
16,51,59,3,38
14,44,53,7,40
10,48,64,7,29
12,47,61,6,33
20,38,48,6,46
12,45,58,6,36
15,44,51,7,42
13,54,61,7,32
17,44,54,7,39
8,45,56,8,36
13,39,55,5,40
16,50,56,6,38
7,48,58,11,31
8,44,57,10,33
9,46,55,8,37
12,42,50,7,43
12,51,60,9,31
11,44,51,6,43
20,44,54,8,38
11,45,55,12,33
14,43,53,4,43
15,49,57,8,35
22,40,42,10,48
13,49,58,4,38
10,52,61,6,33
18,45,56,4,40
10,52,57,8,35
14,45,53,6,41
13,52,58,11,31
9,51,64,6,30
10,52,60,6,34
9,55,65,5,30
13,50,58,4,38
12,43,59,5,36
12,51,58,6,36
7,61,66,4,30
10,51,59,13,28
17,48,54,5,41
15,44,57,4,39
10,48,62,3,35
15,47,52,9,39
15,49,57,5,38
17,43,51,9,40
19,52,64,6,30
4,55,63,6,31
9,46,54,9,37
18,51,57,7,36
19,49,54,5,41
14,39,45,4,51
14,48,57,7,36
13,47,55,7,38
17,47,53,8,39
12,46,51,6,43
8,50,62,7,31
11,46,56,6,38
14,48,56,7,37
12,52,61,4,35
10,54,66,2,32
15,43,56,6,38
16,50,58,6,36
12,48,52,7,41
10,46,59,5,36
15,43,53,10,37
9,58,65,8,27
14,46,61,5,34
18,51,60,6,34
11,51,59,10,31
13,48,54,10,36
16,53,59,8,33
12,45,52,12,36
9,49,62,5,33
19,42,50,7,43
15,43,55,4,41
13,44,56,12,32
9,51,64,6,30
15,48,57,3,40
13,45,57,6,37
16,43,56,6,38
8,44,55,8,37
15,47,52,4,44
7,43,56,5,39
14,49,53,8,39
15,52,55,6,39
6,46,57,5,38
10,53,59,11,30
9,47,54,2,44
6,50,60,7,33
14,30,48,7,45
15,48,61,4,35
13,45,55,7,38
14,48,56,5,39
17,43,53,6,41
15,50,58,3,39
10,50,60,5,35
12,51,58,8,34
9,44,53,4,43
13,47,62,5,33
6,53,63,7,30
18,49,58,5,37
15,44,53,5,42
16,41,49,9,42
18,42,52,6,42
12,50,60,8,32
10,43,56,5,39
8,55,69,2,29
9,50,64,9,27
15,45,53,10,37
9,55,61,9,30
11,50,60,7,33
9,45,53,7,40
14,44,57,8,35
11,51,59,10,31
15,41,54,5,41
16,44,57,3,40
14,48,59,6,35
15,48,57,6,37
14,47,56,7,37
10,50,57,4,39
10,50,58,10,32
8,52,60,10,30
11,49,59,8,33
8,52,61,6,33
4,54,68,9,23
11,47,53,16,31
16,48,70,1,29
19,41,55,5,40
16,43,52,8,40
14,46,60,9,31
15,45,58,5,37
16,46,55,7,38
10,45,57,9,34
12,50,61,10,29
15,46,55,8,37
11,42,53,6,41
12,45,58,8,34
15,46,57,10,33
9,46,57,5,38
9,43,60,11,29
9,47,58,6,36
12,52,60,8,32
10,57,68,5,27
19,44,54,10,36
10,49,56,10,34
9,47,52,13,35
20,44,59,6,35
14,43,59,7,34
16,46,52,8,40
7,50,53,3,44
10,54,59,7,34
13,45,56,7,37
8,52,61,7,32
15,46,55,7,38
19,42,51,8,41
13,48,55,11,34
14,43,50,9,41
7,45,54,12,34
14,44,57,9,34
13,54,62,12,26
10,50,63,4,33
12,42,53,10,37
15,38,46,8,46
16,45,53,6,41
13,49,69,5,26
10,47,58,7,35
14,48,61,4,35
14,47,57,5,38
16,42,51,11,38
8,46,54,8,38
17,46,54,5,41
12,58,64,6,30
10,51,61,7,32
11,56,62,9,29
12,48,62,6,32
13,51,57,10,33
14,34,49,7,44
10,50,59,10,31
12,40,55,10,35
11,41,50,9,41
15,57,66,2,32
5,52,66,3,31
12,52,63,6,31
14,50,60,3,37
15,40,46,8,46
10,40,50,7,43
12,47,53,8,39
11,53,61,6,33
13,41,52,6,42
11,54,64,3,33
11,46,56,8,36
14,51,61,9,30
10,49,53,9,38
10,44,59,6,35
12,56,65,7,28
12,40,63,8,29
18,51,56,7,37
12,50,64,3,33
10,53,59,6,35
14,48,54,9,37
13,50,59,12,29
15,47,60,5,35
12,39,55,6,39
15,49,57,12,31
19,48,55,3,42
16,41,50,7,43
12,46,60,14,26
15,56,60,6,34
14,47,58,8,34
10,53,66,4,30
9,51,62,4,34
12,54,61,6,33
11,49,56,8,36
13,47,57,6,37
16,41,57,7,36
13,50,62,6,32
16,44,55,5,40
13,51,61,4,35
14,51,59,5,36
21,43,50,8,42
8,47,54,9,37
7,52,62,11,27
14,45,56,6,38
15,41,50,11,39
13,47,54,3,43
13,45,52,9,39
12,41,52,5,43
13,54,61,5,34
12,48,58,8,34
12,55,63,9,28
7,56,64,5,31
15,53,59,2,39
11,44,55,9,36
8,49,57,6,37
8,52,63,7,30
15,43,54,8,38
13,43,62,3,35
18,39,49,8,43
15,39,50,10,40
17,43,55,8,37
14,40,49,11,40
15,48,55,1,44
11,44,56,8,36
14,49,59,4,37
14,45,54,5,41
8,48,62,6,32
10,58,65,7,28
18,41,58,6,36
11,47,54,7,39
14,45,57,7,36
13,50,57,7,36
13,43,53,10,37
14,47,58,4,38
7,41,50,20,30
14,49,62,4,34
13,47,53,6,41
11,44,58,5,37
15,55,59,7,34
7,48,57,15,28
9,48,58,9,33
8,50,54,10,36
13,46,54,7,39
18,38,48,9,43
9,62,68,6,26
10,58,64,4,32
16,43,49,7,44
17,42,54,7,39
9,50,59,6,35
13,37,50,11,39
13,52,58,9,33
10,52,62,7,31
14,48,59,6,35
14,45,53,7,40
13,45,55,8,37
15,50,64,5,31
13,42,57,5,38
12,42,53,7,40
13,47,57,8,35
14,41,50,5,45
11,48,62,7,31
11,56,65,9,26
15,46,55,8,37
13,41,50,7,43
9,47,59,6,35
13,47,61,4,35
9,39,55,10,35
14,41,53,7,40
13,46,57,9,34
19,47,49,8,43
10,46,58,10,32
6,56,66,9,25
14,43,59,6,35
8,47,59,5,36
11,51,61,7,32
9,39,45,17,38
12,53,65,7,28
10,44,57,8,35
17,41,53,2,45
14,52,61,9,30
13,48,58,7,35
12,44,57,6,37
12,49,63,6,31
17,47,55,10,35
15,44,53,5,42
9,55,66,7,27
18,37,51,9,40
14,51,58,4,38
14,46,56,6,38
14,45,56,9,35
11,45,56,5,39
13,45,52,11,37
15,53,63,5,32
12,45,51,9,40
18,47,56,8,36
14,42,53,7,40
11,52,60,5,35
10,43,58,9,33
14,45,53,7,40
14,41,55,6,39
9,45,59,5,36
17,44,56,2,42
14,53,64,5,31
13,39,55,6,39
16,37,50,13,37
10,44,50,13,37
11,47,61,7,32
9,57,69,4,27
16,38,47,4,49
18,43,54,9,37
15,55,62,4,34
11,55,65,6,29
12,52,61,7,32
12,45,56,9,35
13,38,49,11,40
11,55,62,6,32
16,57,63,3,34
10,51,61,4,35
12,50,60,4,36
15,49,54,9,37
8,44,58,9,33
9,45,54,10,36
10,54,61,9,30
13,54,61,5,34
18,43,54,6,40
10,50,58,6,36
9,49,63,9,28
13,44,54,3,43
13,41,52,10,38
18,46,53,7,40
13,41,49,10,41
19,49,57,5,38
14,46,55,5,40
13,48,62,5,33
17,45,52,10,38
10,55,60,9,31
17,49,59,7,34
17,39,47,5,48
15,39,51,12,37
11,57,63,1,36
15,46,61,3,36
11,52,60,5,35
17,47,57,5,38
5,45,54,8,38
13,44,60,7,33
11,48,53,7,40
16,43,51,7,42
16,38,50,11,39
13,43,52,7,41
13,44,56,8,36
11,52,68,8,24
15,47,59,7,34
12,50,61,3,36
15,39,53,8,39
14,39,51,11,38
11,47,53,7,40
13,55,67,1,32
14,41,53,3,44
17,42,52,7,41
15,38,48,9,43
13,47,51,11,38
11,49,59,7,34
15,42,49,8,43
8,48,52,10,38
16,46,57,7,36
16,50,59,10,31
9,48,61,6,33
10,44,53,10,37
10,47,53,5,42
14,44,56,8,36
19,44,49,4,47
14,44,55,7,38
16,44,51,4,45
9,47,58,7,35
8,43,51,9,40
10,45,56,9,35
13,41,56,11,33
11,59,66,3,31
11,43,63,8,29
15,43,45,6,49
14,48,57,5,38
12,50,58,5,37
14,49,54,10,36
12,52,60,8,32
10,53,62,10,28
14,45,56,8,36
12,44,56,4,40
15,50,53,6,41
13,54,63,3,34
14,44,55,9,36
11,53,64,4,32
13,41,52,5,43
11,48,58,10,32
17,49,61,6,33
13,50,57,8,35
11,44,54,6,40
8,54,66,10,24
15,39,49,8,43
9,52,64,4,32
17,45,54,2,44
18,53,62,6,32
12,45,57,4,39
12,47,61,9,30
11,44,51,11,38
11,42,54,8,38
18,47,58,4,38
16,47,55,9,36
14,48,61,5,34
18,44,48,14,38
12,49,59,5,36
12,57,67,4,29
10,50,61,6,33
13,48,59,5,36
17,36,48,6,46
14,44,52,4,44
4,53,67,3,30
17,46,59,8,33
12,50,64,4,32
13,44,56,11,33
16,37,54,10,36
11,48,57,7,36
12,48,54,9,37
9,48,58,7,35
18,44,53,6,41
13,50,55,7,38
13,47,56,6,38
12,50,65,6,29
15,48,56,6,38
8,55,64,9,27
12,59,70,5,25
17,46,54,6,40
16,44,61,5,34
18,48,59,3,38
10,56,65,5,30
14,43,53,5,42
18,43,53,7,40
12,53,63,7,30
10,50,52,11,37
15,45,58,3,39
18,41,49,9,42
8,49,57,7,36
14,43,52,11,37
15,45,57,6,37
14,49,61,4,35
18,47,55,5,40
9,46,49,10,41
12,46,59,8,33
13,51,64,5,31
20,40,47,9,44
11,47,57,9,34
16,45,60,6,34
14,44,55,8,37
10,51,61,5,34
14,40,48,10,42
16,36,52,11,37
11,50,63,6,31
12,54,62,7,31
16,53,59,7,34
15,54,62,9,29
15,45,61,6,33
10,52,59,10,31
12,44,51,10,39
11,55,63,7,30
14,44,57,7,36
12,47,61,7,32
18,47,55,6,39
18,43,53,8,39
11,46,58,10,32
17,41,54,2,44
9,53,65,3,32
16,44,53,6,41
14,49,56,7,37
14,46,54,8,38
12,51,62,5,33
15,48,56,12,32
10,52,59,9,32
13,58,65,6,29
17,35,47,8,45
13,45,55,10,35
21,44,50,7,43
12,52,67,3,30
14,45,53,5,42
11,55,63,6,31
8,42,53,7,40
20,43,50,8,42
19,53,59,4,37
18,44,57,7,36
12,45,61,6,33
12,45,53,9,38
13,49,62,5,33
12,47,56,7,37
9,41,50,9,41
9,52,63,5,32
10,46,54,8,38
11,45,53,7,40
12,49,57,4,39
13,45,58,5,37
11,46,59,8,33
12,49,55,7,38
13,50,59,5,36
12,52,59,8,33
11,53,60,6,34
13,53,58,7,35
20,43,49,11,40
5,48,56,7,37
17,46,56,3,41
14,47,63,6,31
10,51,59,8,33
19,36,45,11,44
11,46,58,6,36
13,41,49,9,42
12,58,68,4,28
15,47,54,4,42
12,45,55,9,36
13,47,62,6,32
18,36,50,5,45
15,52,55,7,38
12,51,61,5,34
9,60,67,2,31
13,56,63,3,34
12,46,53,7,40
17,43,48,8,44
6,47,61,11,28
16,43,54,9,37
16,43,55,6,39
9,48,63,3,34
16,37,47,7,46
18,43,52,2,46
17,40,45,8,47
14,41,52,9,39
14,45,56,7,37
13,42,51,12,37
14,40,53,8,39
15,52,60,8,32
14,40,49,10,41
15,52,58,7,35
8,50,58,4,38
13,48,59,6,35
17,41,49,9,42
9,43,54,12,34
18,44,51,5,44
12,44,56,8,36
16,47,59,4,37
14,47,54,5,41
17,44,53,8,39
10,54,63,7,30
10,40,50,4,46
12,43,54,6,40
10,43,55,8,37
7,53,61,8,31
13,47,56,7,37
11,45,56,4,40
15,44,51,5,44
11,56,65,4,31
10,49,59,7,34
21,44,51,4,45
13,46,56,5,39
5,54,63,5,32
12,42,51,5,44
17,48,54,8,38
15,45,54,7,39
13,51,60,4,36
12,56,65,6,29
14,42,53,6,41
16,34,46,11,43
10,45,57,5,38
12,42,54,8,38
10,53,62,6,32
13,43,60,8,32
9,52,53,13,34
17,41,52,9,39
9,53,58,10,32
9,52,62,1,37
10,50,56,5,39
11,42,52,8,40
13,51,54,6,40
15,46,54,8,38
8,49,64,6,30
7,52,59,5,36
14,52,60,3,37
16,41,57,7,36
9,46,56,4,40
20,44,55,10,35
11,48,59,6,35
11,45,56,5,39
12,41,52,10,38
12,47,58,6,36
14,41,53,5,42
9,46,56,7,37
9,52,61,8,31
15,43,48,6,46
12,52,61,3,36
8,48,61,9,30
11,54,59,9,32
11,39,54,8,38
19,44,48,10,42
15,52,56,5,39
11,49,57,6,37
16,44,51,7,42
14,50,54,9,37
13,48,56,8,36
15,50,61,5,34
13,47,55,8,37
16,52,58,6,36
12,44,58,4,38
14,43,53,8,39
14,43,55,5,40
12,46,56,5,39
9,51,59,5,36
13,46,58,6,36
14,52,60,6,34
11,44,54,9,37
9,44,57,10,33
15,53,67,5,28
15,54,60,6,34
10,50,57,10,33
7,49,58,8,34
8,59,66,8,26
10,42,58,4,38
16,41,52,10,38
12,50,57,6,37
10,45,58,6,36
13,49,55,8,37
15,42,52,13,35
15,51,57,6,37
18,59,63,4,33
16,39,48,7,45
12,51,57,7,36
11,51,59,7,34
14,41,59,6,35
14,47,59,5,36
11,53,62,8,30
13,49,59,9,32
13,48,52,3,45
15,46,57,9,34
11,48,56,5,39
9,46,56,9,35
9,45,53,9,38
9,57,68,5,27
14,46,54,12,34
12,43,51,10,39
14,55,61,6,33
16,51,57,7,36
12,49,55,6,39
15,35,46,10,44
13,43,59,10,31
15,51,59,5,36
16,42,53,11,36
9,51,58,7,35
13,43,49,13,38
13,45,53,6,41
17,40,51,8,41
18,46,61,6,33
10,51,62,4,34
13,45,57,7,36
11,48,61,0,39
11,49,59,3,38
15,48,60,8,32
13,42,51,7,42
12,43,55,10,35
13,48,56,7,37
12,42,56,6,38
13,45,54,3,43
13,49,56,7,37
10,50,59,6,35
9,53,56,8,36
19,39,49,3,48
18,49,53,6,41
15,48,53,3,44
10,49,54,5,41
12,42,48,9,43
13,45,55,4,41
16,42,55,7,38
10,48,58,6,36
13,44,50,11,39
14,55,64,3,33
13,48,57,3,40
13,51,61,6,33
13,41,52,7,41
17,47,50,9,41
10,57,71,4,25
10,49,56,6,38
9,47,52,9,39
9,51,62,9,29
24,41,50,6,44
12,50,65,5,30
12,55,67,4,29
16,39,50,7,43
14,39,51,7,42
14,45,54,11,35
12,48,64,7,29
10,49,57,8,35
18,46,54,4,42
7,53,58,15,27
15,48,52,8,40
10,49,60,5,35
15,47,58,8,34
13,54,61,2,37
13,47,56,2,42
13,42,51,11,38
18,38,48,8,44
9,47,57,5,38
13,49,59,5,36
12,56,69,5,26
17,46,58,6,36
13,47,59,9,32
16,47,56,5,39
13,50,62,8,30
11,36,49,7,44
10,50,63,4,33
8,64,74,4,22
12,45,63,4,33
14,50,62,3,35
8,50,60,11,29
14,50,55,5,40
4,60,67,4,29
16,45,53,5,42
6,51,68,2,30
11,53,58,10,32
13,57,67,5,28
14,43,49,6,45
14,50,61,8,31
9,41,54,5,41
10,36,51,5,44
14,44,58,7,35
9,52,61,5,34
3,52,63,5,32
10,44,56,10,34
17,44,49,3,48
21,48,59,5,36
14,40,51,8,41
12,47,51,4,45
9,58,65,4,31
12,48,59,4,37
13,44,52,10,38
13,50,60,8,32
12,49,62,7,31
17,44,56,8,36
15,48,53,5,42
9,50,56,9,35
15,41,56,8,36
6,50,61,8,31
13,42,52,9,39
19,31,40,8,52
11,59,65,4,31
12,45,57,6,37
8,44,56,7,37
9,46,54,9,37
13,47,59,7,34
18,50,53,8,39
12,51,57,3,40
9,47,52,9,39
10,58,66,8,26
13,48,56,7,37
11,48,63,6,31
13,47,56,7,37
10,42,54,10,36
10,44,58,11,31
13,48,59,8,33
16,43,50,11,39
18,44,52,11,37
17,43,59,7,34
9,52,60,9,31
14,48,60,6,34
13,46,52,10,38
7,53,65,6,29
17,43,54,8,38
13,57,64,8,28
12,44,55,9,36
15,46,59,9,32
11,57,61,6,33
17,50,61,3,36
11,46,53,10,37
14,45,56,6,38
16,54,61,6,33
17,42,53,6,41
19,42,52,10,38
17,39,50,6,44
14,49,56,5,39
13,50,61,6,33
14,52,63,4,33
9,57,65,8,27
12,44,52,10,38
13,39,50,9,41
10,51,57,5,38
13,49,58,9,33
14,43,58,5,37
20,33,44,10,46
12,51,61,7,32
10,42,54,9,37
8,48,56,7,37
17,43,48,6,46
14,38,53,4,43
13,54,57,7,36
14,42,55,9,36
15,48,59,6,35
13,50,59,8,33
11,47,54,8,38
13,49,58,5,37
16,35,45,14,41
11,43,58,6,36
13,48,56,6,38
23,36,50,6,44
13,43,54,3,43
10,44,61,9,30
19,54,66,3,31
8,47,60,6,34
11,55,64,6,30
11,46,57,9,34
12,54,59,7,34
5,52,60,9,31
19,44,55,4,41
14,45,56,9,35
11,46,57,6,37
10,45,52,11,37
12,53,63,7,30
16,48,54,5,41
16,41,53,5,42
11,59,65,6,29
17,43,52,8,40
16,42,53,10,37
13,41,47,8,45
12,45,55,12,33
10,49,58,8,34
12,44,52,8,40
10,49,59,9,32
12,47,55,6,39
9,48,55,9,36
13,50,61,4,35
13,51,56,7,37
8,50,61,13,26
10,44,55,7,38
20,42,47,7,46
9,51,61,6,33
11,50,59,11,30
16,47,54,7,39
11,41,54,5,41
12,61,69,4,27
17,49,59,7,34
12,51,62,7,31
16,41,49,5,46
11,50,60,5,35
17,43,55,6,39
15,45,55,9,36
18,44,53,6,41
17,53,58,10,32
12,51,60,4,36
13,48,59,4,37
9,44,56,11,33
18,43,53,5,42
12,50,60,6,34
17,42,56,3,41
13,48,60,8,32
12,41,50,11,39
13,45,55,7,38
9,47,58,5,37
13,56,62,6,32
8,47,57,11,32
10,51,60,6,34
9,55,64,4,32
15,45,53,7,40
17,40,54,4,42
19,44,48,11,41
14,43,55,9,36
14,48,59,6,35
12,40,58,9,33
9,52,60,8,32
12,52,64,3,33
13,48,57,9,34
12,47,57,11,32
11,49,60,4,36
14,53,62,3,35
15,51,64,2,34
13,51,57,5,38
11,49,53,11,36
10,53,58,7,35
13,48,57,5,38
15,50,59,2,39
19,50,60,5,35
16,45,57,13,30
14,46,57,11,32
7,49,59,5,36
13,47,55,5,40
11,48,54,9,37
14,45,53,10,37
6,56,67,5,28
11,47,59,4,37
17,44,51,7,42
14,41,50,7,43
12,40,52,9,39
15,47,55,5,40
14,40,49,6,45
12,55,66,7,27
8,55,69,7,24
14,57,65,3,32
8,47,53,10,37
15,50,59,5,36
12,45,59,3,38
14,49,58,7,35
6,46,61,10,29
9,47,61,7,32
16,53,65,6,29
10,59,69,4,27
9,45,50,6,44
8,44,52,9,39
8,47,62,6,32
11,49,58,6,36
11,48,55,7,38
16,39,47,9,44
19,46,56,4,40
15,43,54,5,41
13,40,52,7,41
15,51,65,6,29
14,53,59,2,39
17,45,52,10,38
9,57,66,4,30
15,46,53,10,37
9,47,55,8,37
15,51,56,10,34
21,37,47,7,46
13,40,54,11,35
12,50,57,8,35
11,45,55,10,35
13,47,61,9,30
18,43,51,7,42
9,46,59,8,33
14,42,58,5,37
13,41,53,7,40
17,50,61,6,33
14,51,59,7,34
9,54,60,8,32
19,38,48,5,47
15,49,55,11,34
18,41,52,5,43
15,44,47,9,44
20,41,56,7,37
14,53,58,9,33
8,54,63,6,31
13,47,53,8,39
13,48,61,9,30
9,48,59,6,35
15,52,64,5,31
15,53,67,2,31
10,55,65,5,30
13,51,57,5,38
12,51,60,4,36
18,48,56,8,36
11,48,57,9,34
12,46,51,10,39
16,46,52,7,41
15,47,52,9,39
16,47,53,7,40
10,59,68,4,28
14,58,63,4,33
16,49,54,3,43
12,51,64,7,29
17,47,56,9,35
10,51,62,8,30
17,41,50,7,43
9,47,55,8,37
21,49,58,6,36
10,51,58,11,31
7,45,56,13,31
15,49,57,9,34
15,49,60,9,31
12,45,54,4,42
15,50,56,6,38
13,47,57,4,39
13,47,52,6,42
11,51,61,6,33
11,44,60,6,34
11,56,61,7,32
6,49,58,10,32
6,44,57,7,36
12,51,56,8,36
9,49,58,6,36
13,45,57,6,37
12,38,50,6,44
12,45,57,3,40
6,47,56,8,36
14,38,55,4,41
11,51,61,9,30
9,57,62,4,34
15,46,58,6,36
12,39,49,12,39
15,53,61,6,33
18,52,59,10,31
12,42,52,8,40
16,43,54,8,38
20,41,53,6,41
7,50,60,4,36
11,56,70,8,22
10,57,67,5,28
20,46,55,7,38
11,44,60,6,34
20,42,52,8,40
16,47,53,7,40
11,52,57,6,37
6,51,64,5,31
12,43,50,10,40
13,46,53,12,35
14,41,50,12,38
13,53,61,6,33
17,45,48,9,43
10,48,56,5,39
9,45,61,8,31
18,38,50,10,40
13,41,51,4,45
6,55,66,13,21
18,42,50,10,40
20,46,50,11,39
8,46,58,12,30
15,42,55,10,35
11,50,63,7,30
11,52,63,5,32
15,46,55,6,39
13,40,51,11,38
16,52,58,10,32
11,46,57,5,38
17,51,59,4,37
16,55,65,2,33
17,52,58,5,37
15,44,50,9,41
14,43,56,7,37
10,56,64,5,31
20,46,55,4,41
20,42,48,12,40
12,42,51,7,42
10,56,67,4,29
13,41,50,8,42
19,45,52,5,43
14,45,58,7,35
12,42,51,7,42
15,41,52,5,43
13,52,62,6,32
16,54,57,8,35
12,51,64,4,32
12,52,65,4,31
14,40,53,8,39
9,49,60,5,35
11,47,58,7,35
12,48,58,2,40
13,50,57,9,34
11,53,60,6,34
11,51,62,3,35
15,47,56,5,39
13,43,53,8,39
17,41,50,7,43
15,51,60,9,31
9,57,63,6,31
14,45,58,5,37
17,47,55,7,38
20,35,49,10,41
16,45,54,4,42
12,51,61,4,35
15,51,59,2,39
6,57,65,4,31
10,53,58,7,35
14,42,51,3,46
10,52,56,4,40
9,56,64,5,31
15,49,61,6,33
17,51,57,5,38
18,39,53,7,40
14,60,64,4,32
18,44,50,7,43
8,39,48,8,44
8,47,54,9,37
10,52,59,5,36
12,47,52,8,40
17,44,51,10,39
14,39,52,6,42
11,48,54,12,34
9,47,59,12,29
9,59,65,8,27
10,46,54,6,40
15,39,50,11,39
19,51,59,3,38
9,52,59,6,35
17,37,46,10,44
14,53,63,5,32
12,43,56,8,36
12,45,56,7,37
20,46,51,8,41
14,44,54,7,39
18,34,46,13,41
12,44,52,7,41
18,50,60,2,38
14,46,58,5,37
11,50,67,3,30
12,52,57,5,38
18,42,50,9,41
12,46,55,1,44
12,49,60,6,34
12,45,54,10,36
13,45,56,4,40
14,45,55,6,39
10,41,49,11,40
15,46,61,9,30
20,49,57,3,40
15,52,58,6,36
9,46,59,11,30
13,50,64,8,28
19,38,48,13,39
12,49,60,9,31
14,53,60,9,31
12,45,59,10,31
8,46,56,9,35
10,54,65,1,34
13,50,59,6,35
10,49,58,7,35
14,53,60,7,33
13,44,54,4,42
13,45,58,4,38
9,46,58,6,36
7,46,59,5,36
14,51,58,7,35
14,54,57,8,35
13,45,59,8,33
9,48,52,10,38
13,52,58,6,36
19,42,52,5,43
14,47,57,7,36
12,44,52,6,42
13,45,53,8,39
20,35,49,4,47
15,42,57,3,40
11,50,59,10,31
15,41,56,8,36
16,45,53,5,42
15,42,53,8,39
20,41,49,5,46
7,59,63,7,30
11,47,59,7,34
13,44,53,8,39
15,48,53,11,36
14,51,62,5,33
8,44,56,7,37
16,42,53,8,39
12,54,60,7,33
18,44,52,4,44
9,59,68,3,29
11,42,52,6,42
10,55,67,10,23
12,46,54,7,39
11,43,56,4,40
9,48,60,5,35
10,40,49,7,44
18,47,54,4,42
13,51,57,6,37
13,53,62,7,31
11,48,60,7,33
13,54,67,4,29
11,43,49,9,42
14,46,56,6,38
17,45,57,8,35
14,52,61,3,36
13,52,61,5,34
13,39,54,12,34
13,50,61,7,32
13,43,49,6,45
10,47,58,4,38
15,50,57,7,36
17,46,60,6,34
8,51,57,10,33
17,45,54,8,38
20,45,55,6,39
13,48,57,8,35
12,49,59,13,28
16,41,47,4,49
15,46,56,4,40
17,43,58,8,34
14,51,59,1,40
11,33,48,7,45
13,41,52,3,45
10,50,59,9,32
13,50,62,8,30
14,48,58,6,36
15,39,48,9,43
18,51,59,6,35
13,43,50,14,36
18,52,60,6,34
13,46,52,10,38
9,49,54,11,35
14,49,56,6,38
10,48,56,10,34
7,61,69,10,21
17,45,52,8,40
7,59,63,11,26
13,46,59,8,33
17,45,55,6,39
12,44,53,7,40
24,45,51,4,45
7,52,62,7,31
14,48,53,8,39
16,50,59,4,37
17,47,54,5,41
13,44,56,6,38
16,40,52,5,43
12,52,64,4,32
14,52,61,5,34
11,52,58,8,34
11,45,49,10,41
18,42,53,11,36
15,45,55,7,38
10,53,59,8,33
18,44,50,10,40
12,55,64,9,27
13,48,54,9,37
16,45,58,6,36
16,51,57,4,39
9,52,62,8,30
17,49,56,1,43
18,48,55,5,40
15,43,53,6,41
11,52,61,7,32
14,50,61,6,33
10,41,57,4,39
11,57,65,8,27
19,39,52,4,44
17,39,50,7,43
11,57,63,5,32
6,59,67,5,28
12,41,47,10,43
4,48,61,5,34
11,44,56,5,39
7,59,67,4,29
10,45,56,6,38
13,44,58,4,38
17,39,52,6,42
12,43,54,5,41
16,51,64,6,30
15,43,54,8,38
14,45,55,7,38
13,50,55,7,38
11,52,67,5,28
9,51,57,6,37
15,50,54,6,40
12,46,56,2,42
9,52,58,7,35
8,50,55,9,36
12,52,61,5,34
14,51,59,5,36
18,43,55,9,36
10,48,59,3,38
12,52,61,4,35
18,46,54,7,39
10,54,67,9,24
9,52,61,5,34
16,43,57,5,38
11,44,55,10,35
14,50,61,8,31
16,50,65,5,30
10,60,72,4,24
13,47,57,7,36
10,51,60,9,31
8,57,68,6,26
13,51,57,5,38
8,49,62,4,34
16,36,50,4,46
14,41,50,3,47
15,50,56,12,32
15,38,50,6,44
12,42,52,9,39
18,39,52,5,43
14,48,58,7,35
16,52,57,6,37
11,44,61,9,30
15,44,58,5,37
16,43,51,13,36
11,63,69,4,27
14,51,56,11,33
19,55,59,2,39
9,49,59,7,34
19,52,57,9,34
18,44,52,4,44
15,51,57,12,31
11,40,47,11,42
12,45,58,2,40
13,50,56,7,37
11,49,62,6,32
18,44,52,11,37
16,44,53,7,40
13,35,44,7,49
15,38,45,7,48
20,47,54,5,41
11,49,65,11,24
13,49,60,8,32
14,44,63,4,33
8,48,60,6,34
14,47,55,6,39
10,48,54,10,36
12,48,54,7,39
13,51,63,6,31
16,38,46,6,48
10,52,64,8,28
12,41,55,8,37
10,49,60,5,35
15,44,58,2,40
16,40,50,10,40
16,42,54,10,36
12,52,62,6,32
15,48,55,10,35
10,50,58,6,36
12,57,68,6,26
14,51,60,7,33
13,53,60,5,35
7,44,53,12,35
13,44,55,5,40
14,51,59,5,36
11,54,63,9,28
8,53,61,10,29
13,48,61,2,37
13,51,61,3,36
10,44,60,2,38
8,49,61,7,32
16,42,51,6,43
12,55,59,4,37
11,55,70,5,25
12,49,59,10,31
12,43,54,6,40
15,47,56,5,39
9,54,63,6,31
13,46,58,10,32
17,42,49,7,44
10,43,56,6,38
19,43,50,3,47
9,58,70,3,27
14,43,61,4,35
12,60,64,6,30
17,43,50,8,42
10,43,59,10,31
10,60,69,3,28
13,51,56,5,39
11,42,54,5,41
13,56,64,2,34
11,49,56,7,37
15,49,58,5,37
12,53,63,7,30
10,45,59,5,36
21,51,58,4,38
10,35,51,7,42
17,46,58,5,37
13,45,58,7,35
11,44,59,4,37
13,47,59,8,33
10,49,60,7,33
11,50,59,6,35
11,49,55,10,35
13,47,55,12,33
9,58,70,5,25
15,46,56,4,40
15,48,54,8,38
14,48,59,3,38
9,52,61,7,32
10,50,59,5,36
11,46,55,9,36
9,51,62,5,33
13,47,54,9,37
9,48,59,5,36
13,49,58,6,36
16,49,58,3,39
13,38,57,4,39
13,52,61,6,33
10,40,51,9,40
15,43,53,9,38
15,50,60,5,35
9,48,59,5,36
12,42,49,9,42
12,53,58,5,37
14,56,67,3,30
16,44,56,7,37
15,44,53,7,40
14,54,65,5,30
