num_decks,dealer_open,dealer_initial,dealer_hit,dealer_num_hits,dealer_final,dealer_busts,player_inital,player_hit,player_num_hits,player_final,player_busts,player_loses,draw,player_wins,strategy,dealer_hand,player_hand
4,6,10,0,0,10,0,17,1,1,23,1,1,0,0,0,"[6, 4]","[7, 'J', 6]"
4,6,16,0,0,16,0,13,1,2,27,1,1,0,0,0,"[6, 'J']","['Q', 3, 4, 'J']"
4,8,14,0,0,14,0,21,0,0,21,0,0,0,1,0,"[8, 6]","[10, 'A']"
4,8,12,1,1,22,1,18,1,1,20,0,0,0,1,0,"[8, 4, 10]","[8, 'Q', 2]"
4,5,14,1,1,24,1,16,1,1,21,0,0,0,1,0,"[5, 9, 'J']","[8, 8, 5]"
4,10,19,0,0,19,0,15,1,1,19,0,0,1,0,0,"['Q', 9]","['A', 4, 4]"
4,10,12,1,2,23,1,10,1,1,20,0,0,0,1,0,"[10, 2, 'A', 'K']","[6, 4, 'J']"
4,1,18,0,0,18,0,16,1,3,21,0,0,0,1,0,"['A', 7]","[5, 'A', 2, 5, 8]"
4,2,10,1,2,18,0,20,0,0,20,0,0,0,1,0,"[2, 8, 6, 2]","['J', 'J']"
4,5,15,0,0,15,0,13,1,3,23,1,1,0,0,0,"[5, 'Q']","[2, 'A', 9, 5, 6]"
4,6,16,0,0,16,0,7,1,2,24,1,1,0,0,0,"[6, 'K']","[3, 4, 7, 10]"
4,3,12,0,0,12,0,7,1,2,25,1,1,0,0,0,"[3, 9]","[4, 3, 'J', 8]"
4,7,17,0,0,17,0,15,1,1,19,0,0,0,1,0,"[7, 'J']","[9, 6, 4]"
4,5,7,1,2,18,0,20,0,0,20,0,0,0,1,0,"[5, 2, 7, 4]","[10, 'K']"
4,1,21,0,0,21,0,12,0,0,12,0,1,0,0,0,"['A', 'J']","[7, 5]"
4,10,20,0,0,20,0,5,1,2,20,0,0,1,0,0,"['K', 'K']","[3, 2, 8, 7]"
4,3,14,0,0,14,0,16,1,1,24,1,1,0,0,0,"[3, 'A']","[6, 'J', 8]"
4,10,20,0,0,20,0,20,0,0,20,0,0,1,0,0,"['K', 'K']","['Q', 'Q']"
4,4,10,1,1,18,0,20,0,0,20,0,0,0,1,0,"[4, 6, 8]","['Q', 10]"
4,2,5,1,2,19,0,14,1,1,20,0,0,0,1,0,"[2, 3, 'A', 3]","['K', 4, 6]"
4,10,14,0,0,14,0,14,1,1,24,1,1,0,0,0,"[10, 4]","['Q', 4, 'K']"
4,10,21,0,0,21,0,12,0,0,12,0,1,0,0,0,"['J', 'A']","[2, 10]"
4,8,16,1,1,19,0,19,0,0,19,0,0,1,0,0,"[8, 8, 3]","[9, 10]"
4,10,19,0,0,19,0,13,1,1,21,0,0,0,1,0,"['K', 9]","['J', 3, 8]"
4,10,14,0,0,14,0,21,0,0,21,0,0,0,1,0,"['J', 4]","['J', 'A']"
4,5,15,0,0,15,0,21,0,0,21,0,0,0,1,0,"[5, 'J']","['A', 'J']"
4,4,12,0,0,12,0,8,1,2,23,1,1,0,0,0,"[4, 8]","[2, 6, 'J', 5]"
4,10,20,0,0,20,0,8,1,3,19,0,1,0,0,0,"['J', 'J']","[3, 5, 4, 2, 5]"
4,3,8,1,1,17,0,19,0,0,19,0,0,0,1,0,"[3, 5, 9]","[9, 'K']"
4,10,14,1,1,24,1,11,1,1,21,0,0,0,1,0,"['Q', 4, 'K']","[9, 2, 'Q']"
4,10,12,1,1,22,1,20,0,0,20,0,0,0,1,0,"[10, 2, 'K']","[10, 'K']"
4,9,11,0,0,11,0,17,1,3,28,1,1,0,0,0,"[9, 2]","[6, 'A', 5, 6, 10]"
4,6,15,1,1,25,1,20,0,0,20,0,0,0,1,0,"[6, 9, 'K']","['J', 'Q']"
4,2,11,1,1,19,0,13,1,1,21,0,0,0,1,0,"[2, 9, 8]","[8, 5, 8]"
4,10,20,0,0,20,0,9,1,1,19,0,1,0,0,0,"['Q', 'J']","[6, 3, 10]"
4,9,12,0,0,12,0,10,1,3,27,1,1,0,0,0,"[9, 3]","[7, 3, 2, 5, 10]"
4,3,14,0,0,14,0,9,1,2,27,1,1,0,0,0,"[3, 'A']","[4, 5, 9, 9]"
4,10,17,0,0,17,0,17,1,1,23,1,1,0,0,0,"['J', 7]","['J', 7, 6]"
4,10,20,0,0,20,0,9,1,2,21,0,0,0,1,0,"['Q', 10]","[2, 7, 7, 5]"
4,1,21,0,0,21,0,12,0,0,12,0,1,0,0,0,"['A', 'J']","[4, 8]"
4,10,20,0,0,20,0,10,1,2,23,1,1,0,0,0,"[10, 'K']","[4, 6, 3, 'Q']"
4,4,11,0,0,11,0,17,1,1,22,1,1,0,0,0,"[4, 7]","[7, 'Q', 5]"
4,10,20,0,0,20,0,20,0,0,20,0,0,1,0,0,"['K', 10]","['K', 'Q']"
4,10,20,0,0,20,0,20,0,0,20,0,0,1,0,0,"['J', 'J']","['A', 9]"
4,2,9,1,2,24,1,20,0,0,20,0,0,0,1,0,"[2, 7, 7, 8]","['Q', 'K']"
4,3,8,1,1,18,0,15,1,1,21,0,0,0,1,0,"[3, 5, 'J']","[5, 'Q', 6]"
4,10,17,0,0,17,0,13,1,1,22,1,1,0,0,0,"['K', 7]","['J', 3, 9]"
4,10,21,0,0,21,0,16,0,0,16,0,1,0,0,0,"['K', 'A']","[6, 10]"
4,1,20,0,0,20,0,17,1,1,20,0,0,1,0,0,"['A', 9]","['A', 6, 3]"
4,10,12,1,1,22,1,14,1,2,19,0,0,0,1,0,"[10, 2, 10]","['K', 4, 'A', 4]"
4,10,13,1,1,17,0,19,0,0,19,0,0,0,1,0,"[10, 3, 4]","['J', 9]"
4,3,8,0,0,8,0,14,1,2,28,1,1,0,0,0,"[3, 5]","[8, 6, 4, 10]"
4,9,16,0,0,16,0,14,1,2,28,1,1,0,0,0,"[9, 7]","[4, 'K', 4, 'J']"
4,10,14,0,0,14,0,13,1,3,24,1,1,0,0,0,"[10, 4]","[6, 7, 3, 2, 6]"
4,10,18,0,0,18,0,6,1,2,26,1,1,0,0,0,"['J', 8]","[3, 3, 'J', 10]"
4,6,13,0,0,13,0,17,1,3,27,1,1,0,0,0,"[6, 7]","['A', 6, 'J', 'A', 9]"
4,10,16,0,0,16,0,15,1,3,26,1,1,0,0,0,"['J', 6]","[4, 'A', 'J', 'A', 10]"
4,10,16,0,0,16,0,21,0,0,21,0,0,0,1,0,"['J', 6]","['Q', 'A']"
4,10,16,1,1,26,1,13,1,1,21,0,0,0,1,0,"[10, 6, 'K']","[9, 4, 8]"
4,4,11,0,0,11,0,17,1,1,25,1,1,0,0,0,"[4, 7]","[7, 'K', 8]"
4,2,5,1,2,22,1,20,0,0,20,0,0,0,1,0,"[2, 3, 8, 9]","['J', 'Q']"
4,9,20,0,0,20,0,12,1,1,22,1,1,0,0,0,"[9, 'A']","['Q', 2, 10]"
4,1,20,0,0,20,0,14,1,1,24,1,1,0,0,0,"['A', 9]","['Q', 4, 'J']"
4,10,20,0,0,20,0,12,1,2,23,1,1,0,0,0,"['K', 'J']","['Q', 2, 'A', 'J']"
4,7,12,0,0,12,0,11,1,2,25,1,1,0,0,0,"[7, 5]","[9, 2, 4, 10]"
4,4,11,0,0,11,0,14,1,2,22,1,1,0,0,0,"[4, 7]","[4, 'K', 3, 5]"
4,6,16,1,1,26,1,12,1,1,21,0,0,0,1,0,"[6, 'Q', 'K']","[2, 'Q', 9]"
4,2,13,1,2,20,0,11,1,1,20,0,0,1,0,0,"[2, 'A', 'J', 7]","[2, 9, 9]"
4,7,17,0,0,17,0,12,1,1,22,1,1,0,0,0,"[7, 'K']","[2, 'K', 10]"
4,6,14,0,0,14,0,17,1,3,26,1,1,0,0,0,"[6, 8]","['A', 6, 7, 2, 'J']"
4,10,20,0,0,20,0,17,1,1,27,1,1,0,0,0,"[10, 'Q']","[8, 9, 'Q']"
4,6,15,0,0,15,0,13,1,2,28,1,1,0,0,0,"[6, 9]","[7, 6, 5, 'J']"
4,9,16,1,1,26,1,12,1,1,21,0,0,0,1,0,"[9, 7, 'K']","[7, 5, 9]"
4,2,10,0,0,10,0,16,1,1,26,1,1,0,0,0,"[2, 8]","[6, 'J', 10]"
4,8,12,0,0,12,0,15,1,3,26,1,1,0,0,0,"[8, 4]","[4, 'A', 3, 'Q', 8]"
4,10,17,0,0,17,0,12,1,2,24,1,1,0,0,0,"['K', 7]","[2, 'Q', 2, 10]"
4,10,20,0,0,20,0,18,1,1,23,1,1,0,0,0,"['J', 'Q']","[8, 'Q', 5]"
4,10,13,0,0,13,0,8,1,3,26,1,1,0,0,0,"['Q', 3]","[4, 4, 3, 7, 8]"
4,8,14,1,1,18,0,18,1,1,19,0,0,0,1,0,"[8, 6, 4]","['Q', 8, 'A']"
4,2,10,0,0,10,0,21,0,0,21,0,0,0,1,0,"[2, 8]","['A', 10]"
4,10,20,0,0,20,0,19,0,0,19,0,1,0,0,0,"['J', 'Q']","[9, 'K']"
4,6,17,1,1,17,0,9,1,1,19,0,0,0,1,0,"[6, 'A', 'K']","[4, 5, 'J']"
4,5,8,0,0,8,0,18,1,1,28,1,1,0,0,0,"[5, 3]","[9, 9, 10]"
4,1,17,1,1,14,0,19,0,0,19,0,0,0,1,0,"['A', 6, 7]","[10, 9]"
4,1,21,0,0,21,0,9,0,0,9,0,1,0,0,0,"['A', 'J']","[3, 6]"
4,10,12,1,2,25,1,10,1,1,20,0,0,0,1,0,"['Q', 2, 3, 'Q']","[4, 6, 10]"
4,4,9,0,0,9,0,16,1,1,23,1,1,0,0,0,"[4, 5]","[7, 9, 7]"
4,9,17,0,0,17,0,18,1,1,23,1,1,0,0,0,"[9, 8]","[8, 10, 5]"
4,1,20,0,0,20,0,11,1,1,21,0,0,0,1,0,"['A', 9]","[4, 7, 10]"
4,1,18,0,0,18,0,15,1,1,25,1,1,0,0,0,"['A', 7]","['J', 5, 'Q']"
4,9,19,0,0,19,0,10,1,1,20,0,0,0,1,0,"[9, 'J']","[8, 2, 'K']"
4,8,15,1,1,23,1,7,1,2,19,0,0,0,1,0,"[8, 7, 8]","[4, 3, 'J', 2]"
4,10,17,0,0,17,0,13,1,1,23,1,1,0,0,0,"['Q', 7]","[3, 'J', 'Q']"
4,10,16,0,0,16,0,13,1,2,25,1,1,0,0,0,"['J', 6]","[6, 7, 4, 8]"
4,6,12,0,0,12,0,5,1,2,23,1,1,0,0,0,"[6, 6]","[2, 3, 'K', 8]"
4,4,15,1,3,21,0,15,1,2,19,0,1,0,0,0,"[4, 'A', 7, 'A', 8]","['A', 4, 'K', 4]"
4,10,19,0,0,19,0,16,1,1,26,1,1,0,0,0,"['J', 9]","[6, 'Q', 'K']"
4,4,15,0,0,15,0,12,1,2,28,1,1,0,0,0,"[4, 'A']","[4, 8, 6, 'J']"
4,10,21,0,0,21,0,20,0,0,20,0,1,0,0,0,"['Q', 'A']","['J', 'K']"
4,4,10,0,0,10,0,12,1,2,26,1,1,0,0,0,"[4, 6]","[10, 2, 4, 'Q']"
4,2,6,0,0,6,0,16,1,2,23,1,1,0,0,0,"[2, 4]","[9, 7, 'A', 6]"
4,3,13,0,0,13,0,13,1,2,22,1,1,0,0,0,"[3, 'J']","[9, 4, 5, 4]"
4,10,20,0,0,20,0,20,0,0,20,0,0,1,0,0,"[10, 'Q']","['J', 'Q']"
4,1,13,0,0,13,0,17,1,1,23,1,1,0,0,0,"['A', 2]","['J', 7, 6]"
4,10,20,0,0,20,0,17,1,1,20,0,0,1,0,0,"['K', 'Q']","[7, 10, 3]"
4,2,5,0,0,5,0,13,1,1,23,1,1,0,0,0,"[2, 3]","[10, 3, 'Q']"
4,2,13,0,0,13,0,17,1,1,27,1,1,0,0,0,"[2, 'A']","[8, 9, 'K']"
4,3,11,0,0,11,0,13,1,2,26,1,1,0,0,0,"[3, 8]","[8, 5, 3, 'Q']"
4,7,17,0,0,17,0,19,0,0,19,0,0,0,1,0,"[7, 'Q']","['K', 9]"
4,10,21,0,0,21,0,12,0,0,12,0,1,0,0,0,"['Q', 'A']","[10, 2]"
4,6,16,1,1,18,0,10,1,1,20,0,0,0,1,0,"[6, 'K', 2]","[4, 6, 'Q']"
4,6,17,0,0,17,0,13,1,1,23,1,1,0,0,0,"[6, 'A']","[7, 6, 'K']"
4,8,17,0,0,17,0,19,0,0,19,0,0,0,1,0,"[8, 9]","['A', 8]"
4,7,17,0,0,17,0,15,1,2,21,0,0,0,1,0,"[7, 'J']","['A', 4, 'J', 6]"
4,9,16,1,1,19,0,20,0,0,20,0,0,0,1,0,"[9, 7, 3]","['Q', 'Q']"
4,4,11,0,0,11,0,13,1,1,23,1,1,0,0,0,"[4, 7]","[3, 'J', 'K']"
4,10,20,0,0,20,0,13,1,2,22,1,1,0,0,0,"['J', 10]","[2, 'A', 9, 10]"
4,4,6,1,2,17,0,18,1,1,21,0,0,0,1,0,"[4, 2, 'K', 'A']","[8, 'J', 3]"
4,5,13,0,0,13,0,12,1,2,25,1,1,0,0,0,"[5, 8]","['K', 2, 6, 7]"
4,4,8,0,0,8,0,13,1,2,24,1,1,0,0,0,"[4, 4]","['Q', 3, 'A', 'K']"
4,9,19,0,0,19,0,9,1,2,24,1,1,0,0,0,"[9, 'Q']","[2, 7, 7, 8]"
4,1,21,0,0,21,0,15,0,0,15,0,1,0,0,0,"['A', 10]","[5, 'K']"
4,10,17,0,0,17,0,16,1,1,20,0,0,0,1,0,"['K', 7]","[5, 'A', 4]"
4,10,14,0,0,14,0,13,1,1,23,1,1,0,0,0,"['K', 4]","[4, 9, 'J']"
4,10,20,0,0,20,0,17,1,2,20,0,0,1,0,0,"['K', 'K']","['A', 6, 'K', 3]"
4,10,16,0,0,16,0,17,1,1,24,1,1,0,0,0,"['Q', 6]","['Q', 7, 7]"
4,10,15,0,0,15,0,13,1,2,24,1,1,0,0,0,"['J', 5]","['K', 3, 'A', 'J']"
4,2,12,0,0,12,0,13,1,3,27,1,1,0,0,0,"[2, 'Q']","[3, 'J', 'A', 3, 'J']"
4,1,18,0,0,18,0,21,0,0,21,0,0,0,1,0,"['A', 7]","['K', 'A']"
4,1,16,0,0,16,0,17,1,1,27,1,1,0,0,0,"['A', 5]","['Q', 7, 'J']"
4,1,16,0,0,16,0,12,1,1,22,1,1,0,0,0,"['A', 5]","[2, 'J', 'J']"
4,5,16,0,0,16,0,18,1,1,22,1,1,0,0,0,"[5, 'A']","[8, 'K', 4]"
4,8,13,0,0,13,0,16,1,1,26,1,1,0,0,0,"[8, 5]","['Q', 6, 'J']"
4,10,19,0,0,19,0,20,0,0,20,0,0,0,1,0,"['Q', 9]","[10, 10]"
4,10,20,0,0,20,0,19,0,0,19,0,1,0,0,0,"['J', 'J']","[9, 10]"
4,10,12,1,1,22,1,10,1,1,21,0,0,0,1,0,"['J', 2, 'Q']","[8, 2, 'A']"
4,3,13,0,0,13,0,11,1,2,27,1,1,0,0,0,"[3, 'J']","[2, 9, 6, 'Q']"
4,9,19,0,0,19,0,14,1,1,22,1,1,0,0,0,"[9, 'K']","[10, 4, 8]"
4,9,19,0,0,19,0,20,0,0,20,0,0,0,1,0,"[9, 'Q']","[10, 'Q']"
4,2,10,0,0,10,0,18,1,2,28,1,1,0,0,0,"[2, 8]","[7, 'A', 'K', 'Q']"
4,8,18,0,0,18,0,18,1,1,28,1,1,0,0,0,"[8, 10]","[8, 'Q', 'K']"
4,10,17,0,0,17,0,18,1,1,21,0,0,0,1,0,"['K', 7]","['K', 8, 3]"
4,8,19,0,0,19,0,20,0,0,20,0,0,0,1,0,"[8, 'A']","[10, 'Q']"
4,1,12,0,0,12,0,14,1,3,28,1,1,0,0,0,"['A', 'A']","['Q', 4, 3, 'A', 'Q']"
4,1,12,0,0,12,0,13,1,2,28,1,1,0,0,0,"['A', 'A']","[3, 'K', 5, 10]"
4,2,6,0,0,6,0,6,1,3,27,1,1,0,0,0,"[2, 4]","[4, 2, 7, 4, 10]"
4,10,20,0,0,20,0,16,1,1,20,0,0,1,0,0,"['Q', 'Q']","[10, 6, 4]"
4,1,20,0,0,20,0,21,0,0,21,0,0,0,1,0,"['A', 9]","['A', 10]"
4,3,13,1,1,23,1,17,1,1,21,0,0,0,1,0,"[3, 'J', 'K']","['K', 7, 4]"
4,3,11,0,0,11,0,14,1,1,24,1,1,0,0,0,"[3, 8]","[4, 'J', 'J']"
4,10,20,0,0,20,0,19,0,0,19,0,1,0,0,0,"['Q', 'J']","[9, 'J']"
4,2,13,1,2,22,1,19,0,0,19,0,0,0,1,0,"[2, 'A', 10, 9]","['Q', 9]"
4,4,14,1,2,26,1,6,1,2,19,0,0,0,1,0,"[4, 10, 2, 'K']","[4, 2, 'K', 3]"
4,6,16,0,0,16,0,15,1,1,25,1,1,0,0,0,"[6, 10]","['J', 5, 'Q']"
4,10,19,0,0,19,0,19,0,0,19,0,0,1,0,0,"[10, 9]","['Q', 9]"
4,10,16,0,0,16,0,9,1,2,25,1,1,0,0,0,"['K', 6]","[7, 2, 8, 8]"
4,5,15,0,0,15,0,21,0,0,21,0,0,0,1,0,"[5, 'J']","['A', 'J']"
4,10,17,0,0,17,0,21,0,0,21,0,0,0,1,0,"['K', 7]","['Q', 'A']"
4,2,11,0,0,11,0,18,1,1,28,1,1,0,0,0,"[2, 9]","[8, 'J', 'K']"
4,10,20,0,0,20,0,9,1,1,19,0,1,0,0,0,"['J', 10]","[3, 6, 'J']"
4,10,15,1,1,22,1,20,0,0,20,0,0,0,1,0,"[10, 5, 7]","[10, 10]"
4,10,20,0,0,20,0,12,1,1,20,0,0,1,0,0,"['J', 'K']","[8, 4, 8]"
4,10,14,1,1,21,0,11,1,2,19,0,1,0,0,0,"['K', 4, 7]","[7, 4, 'A', 7]"
4,2,4,1,2,24,1,20,0,0,20,0,0,0,1,0,"[2, 2, 'Q', 10]","['Q', 'Q']"
4,6,10,1,2,22,1,12,1,2,21,0,0,0,1,0,"[6, 4, 3, 9]","[2, 10, 2, 7]"
4,2,8,1,1,19,0,10,1,1,21,0,0,0,1,0,"[2, 6, 'A']","[8, 2, 'A']"
4,10,16,0,0,16,0,18,1,1,25,1,1,0,0,0,"['K', 6]","['J', 8, 7]"
4,10,15,0,0,15,0,17,1,1,27,1,1,0,0,0,"['J', 5]","['K', 7, 'Q']"
4,1,19,0,0,19,0,13,1,1,19,0,0,1,0,0,"['A', 8]","[3, 'J', 6]"
4,9,16,0,0,16,0,11,1,2,26,1,1,0,0,0,"[9, 7]","[4, 7, 7, 8]"
4,9,11,0,0,11,0,14,1,1,24,1,1,0,0,0,"[9, 2]","[6, 8, 'Q']"
4,10,18,0,0,18,0,17,1,1,27,1,1,0,0,0,"[10, 8]","['Q', 7, 'Q']"
4,8,10,0,0,10,0,8,1,2,24,1,1,0,0,0,"[8, 2]","[4, 4, 'J', 6]"
4,10,18,0,0,18,0,18,1,2,23,1,1,0,0,0,"[10, 8]","[7, 'A', 5, 'J']"
4,10,16,0,0,16,0,12,1,2,22,1,1,0,0,0,"[10, 6]","[2, 'K', 2, 8]"
4,10,20,0,0,20,0,14,1,3,23,1,1,0,0,0,"[10, 10]","[8, 6, 3, 'A', 5]"
4,10,14,0,0,14,0,16,1,1,24,1,1,0,0,0,"['Q', 4]","[10, 6, 8]"
4,10,13,1,1,23,1,20,0,0,20,0,0,0,1,0,"[10, 3, 'K']","[9, 'A']"
4,7,17,0,0,17,0,8,1,2,23,1,1,0,0,0,"[7, 'J']","[6, 2, 5, 'J']"
4,2,12,1,1,22,1,14,1,2,20,0,0,0,1,0,"[2, 10, 10]","[10, 4, 4, 2]"
4,5,8,0,0,8,0,21,0,0,21,0,0,0,1,0,"[5, 3]","['Q', 'A']"
4,8,14,0,0,14,0,14,1,1,24,1,1,0,0,0,"[8, 6]","[7, 7, 10]"
4,10,13,0,0,13,0,15,1,2,24,1,1,0,0,0,"['K', 3]","[10, 5, 'A', 8]"
4,1,21,0,0,21,0,20,0,0,20,0,1,0,0,0,"['A', 'J']","['K', 10]"
4,5,15,1,1,23,1,5,1,2,19,0,0,0,1,0,"[5, 'Q', 8]","[2, 3, 4, 'K']"
4,7,17,0,0,17,0,17,1,1,20,0,0,0,1,0,"[7, 10]","[9, 8, 3]"
4,2,12,1,1,19,0,19,0,0,19,0,0,1,0,0,"[2, 'Q', 7]","[10, 9]"
4,6,14,0,0,14,0,14,1,1,24,1,1,0,0,0,"[6, 8]","[4, 'Q', 'Q']"
4,10,21,0,0,21,0,15,0,0,15,0,1,0,0,0,"['Q', 'A']","[6, 9]"
4,2,12,1,2,20,0,13,1,1,20,0,0,1,0,0,"[2, 'K', 4, 4]","[8, 5, 7]"
4,9,18,0,0,18,0,15,1,1,23,1,1,0,0,0,"[9, 9]","['K', 5, 8]"
4,10,12,0,0,12,0,17,1,1,26,1,1,0,0,0,"['J', 2]","[10, 7, 9]"
4,2,12,1,2,24,1,9,1,1,19,0,0,0,1,0,"[2, 'Q', 3, 9]","[6, 3, 10]"
4,10,15,1,1,17,0,15,1,1,21,0,0,0,1,0,"['J', 5, 2]","[5, 'J', 6]"
4,9,19,0,0,19,0,16,1,1,26,1,1,0,0,0,"[9, 'J']","[6, 'Q', 'Q']"
4,7,15,1,1,25,1,20,0,0,20,0,0,0,1,0,"[7, 8, 'K']","['J', 10]"
4,9,14,0,0,14,0,16,1,1,24,1,1,0,0,0,"[9, 5]","[6, 'K', 8]"
4,9,19,0,0,19,0,11,1,1,21,0,0,0,1,0,"[9, 'K']","[9, 2, 'Q']"
4,10,20,0,0,20,0,5,1,3,26,1,1,0,0,0,"[10, 10]","[2, 3, 7, 6, 8]"
4,10,18,0,0,18,0,10,1,3,25,1,1,0,0,0,"['K', 8]","[6, 4, 6, 2, 7]"
4,8,12,1,1,22,1,14,1,1,21,0,0,0,1,0,"[8, 4, 10]","[4, 'Q', 7]"
4,9,19,0,0,19,0,19,0,0,19,0,0,1,0,0,"[9, 'Q']","['A', 8]"
4,7,17,0,0,17,0,12,1,3,27,1,1,0,0,0,"[7, 'K']","[6, 6, 'A', 4, 10]"
4,3,7,0,0,7,0,21,0,0,21,0,0,0,1,0,"[3, 4]","['A', 10]"
4,4,7,0,0,7,0,15,1,3,25,1,1,0,0,0,"[4, 3]","[4, 'A', 'Q', 'A', 9]"
4,10,16,0,0,16,0,16,1,2,22,1,1,0,0,0,"[10, 6]","[8, 8, 2, 4]"
4,2,8,0,0,8,0,17,1,1,23,1,1,0,0,0,"[2, 6]","[7, 10, 6]"
4,6,17,1,1,18,0,19,0,0,19,0,0,0,1,0,"[6, 'A', 'A']","['J', 9]"
4,2,10,0,0,10,0,14,1,2,26,1,1,0,0,0,"[2, 8]","[4, 'J', 2, 'Q']"
4,10,21,0,0,21,0,13,0,0,13,0,1,0,0,0,"['K', 'A']","['K', 3]"
4,5,7,0,0,7,0,18,1,1,23,1,1,0,0,0,"[5, 2]","[9, 9, 5]"
4,6,11,1,2,25,1,20,0,0,20,0,0,0,1,0,"[6, 5, 4, 'Q']","['K', 10]"
4,3,13,0,0,13,0,16,1,1,26,1,1,0,0,0,"[3, 'K']","['Q', 6, 'J']"
4,7,18,0,0,18,0,12,1,1,19,0,0,0,1,0,"[7, 'A']","[7, 5, 7]"
4,10,20,0,0,20,0,21,0,0,21,0,0,0,1,0,"['Q', 10]","['A', 'K']"
4,6,10,0,0,10,0,15,1,4,27,1,1,0,0,0,"[6, 4]","[4, 'A', 8, 'A', 3, 10]"
4,1,12,1,1,22,1,16,1,1,19,0,0,0,1,0,"['A', 'A', 10]","['J', 6, 3]"
4,2,12,1,1,18,0,11,1,2,21,0,0,0,1,0,"[2, 10, 6]","[5, 6, 'A', 9]"
4,10,17,0,0,17,0,14,1,1,23,1,1,0,0,0,"['Q', 7]","[5, 9, 9]"
4,8,18,0,0,18,0,18,1,1,20,0,0,0,1,0,"[8, 'Q']","[8, 'Q', 2]"
4,6,8,0,0,8,0,8,1,2,28,1,1,0,0,0,"[6, 2]","[3, 5, 'K', 'Q']"
4,9,17,0,0,17,0,5,1,2,20,0,0,0,1,0,"[9, 8]","[3, 2, 5, 'Q']"
4,7,17,0,0,17,0,16,1,2,19,0,0,0,1,0,"[7, 'Q']","[7, 9, 2, 'A']"
4,5,10,1,1,19,0,15,1,2,20,0,0,0,1,0,"[5, 5, 9]","[4, 'A', 8, 7]"
4,9,11,0,0,11,0,13,1,2,22,1,1,0,0,0,"[9, 2]","['J', 3, 4, 5]"
4,7,17,0,0,17,0,9,1,3,22,1,1,0,0,0,"[7, 'Q']","[3, 6, 8, 'A', 4]"
4,2,6,1,2,15,0,9,1,2,19,0,0,0,1,0,"[2, 4, 'A', 8]","[2, 7, 6, 4]"
4,6,16,1,1,20,0,15,1,1,19,0,1,0,0,0,"[6, 'Q', 4]","[5, 'K', 4]"
4,4,14,0,0,14,0,12,1,1,22,1,1,0,0,0,"[4, 'Q']","[2, 10, 'K']"
4,10,20,0,0,20,0,17,1,1,20,0,0,1,0,0,"['J', 'K']","[10, 7, 3]"
4,3,13,0,0,13,0,13,1,1,23,1,1,0,0,0,"[3, 10]","[7, 6, 'K']"
4,10,12,1,1,22,1,12,1,1,20,0,0,0,1,0,"['K', 2, 'J']","[3, 9, 8]"
4,6,13,1,1,23,1,16,1,1,20,0,0,0,1,0,"[6, 7, 10]","['J', 6, 4]"
4,10,18,0,0,18,0,19,0,0,19,0,0,0,1,0,"[10, 8]","[9, 'Q']"
4,8,18,0,0,18,0,17,1,1,19,0,0,0,1,0,"[8, 'K']","[10, 7, 2]"
4,4,14,0,0,14,0,13,1,2,26,1,1,0,0,0,"[4, 'Q']","['J', 3, 5, 8]"
4,10,20,0,0,20,0,13,1,1,23,1,1,0,0,0,"['Q', 'J']","['J', 3, 10]"
4,4,10,1,1,20,0,20,0,0,20,0,0,1,0,0,"[4, 6, 'J']","['J', 'K']"
4,10,13,1,1,23,1,18,1,1,20,0,0,0,1,0,"['J', 3, 10]","[8, 'J', 2]"
4,7,16,1,1,26,1,8,1,2,19,0,0,0,1,0,"[7, 9, 10]","[3, 5, 'Q', 'A']"
4,7,10,0,0,10,0,10,1,2,25,1,1,0,0,0,"[7, 3]","[5, 5, 8, 7]"
4,4,15,0,0,15,0,18,1,2,23,1,1,0,0,0,"[4, 'A']","['A', 7, 10, 5]"
4,3,8,1,1,18,0,16,1,1,20,0,0,0,1,0,"[3, 5, 10]","[6, 'Q', 4]"
4,7,14,1,1,24,1,15,1,1,20,0,0,0,1,0,"[7, 7, 'K']","[5, 'K', 5]"
4,10,14,1,1,24,1,20,0,0,20,0,0,0,1,0,"['K', 4, 'Q']","['J', 'K']"
4,3,13,0,0,13,0,18,1,1,28,1,1,0,0,0,"[3, 'Q']","[8, 'J', 'Q']"
4,4,11,1,2,25,1,20,0,0,20,0,0,0,1,0,"[4, 7, 4, 'Q']","['Q', 10]"
4,3,13,0,0,13,0,15,1,1,25,1,1,0,0,0,"[3, 'Q']","[7, 8, 10]"
4,7,15,1,1,23,1,5,1,2,19,0,0,0,1,0,"[7, 8, 8]","[3, 2, 10, 4]"
4,5,15,0,0,15,0,14,1,2,23,1,1,0,0,0,"[5, 'Q']","[7, 7, 4, 5]"
4,10,13,0,0,13,0,18,1,1,23,1,1,0,0,0,"['K', 3]","['Q', 8, 5]"
4,7,17,0,0,17,0,9,1,2,19,0,0,0,1,0,"[7, 'J']","[6, 3, 4, 6]"
4,7,13,1,1,23,1,12,1,1,19,0,0,0,1,0,"[7, 6, 'K']","[9, 3, 7]"
4,2,12,0,0,12,0,13,1,1,22,1,1,0,0,0,"[2, 'Q']","['Q', 3, 9]"
4,2,12,0,0,12,0,21,0,0,21,0,0,0,1,0,"[2, 'J']","[10, 'A']"
4,7,12,1,1,17,0,9,1,1,19,0,0,0,1,0,"[7, 5, 5]","[5, 4, 'J']"
