dealer_busts,player_busts,player_loses,draw,player_wins
20,9,57,5,38
16,7,56,10,34
22,10,53,6,41
27,10,52,5,43
23,9,49,11,40
21,9,47,9,44
28,8,45,6,49
17,17,55,11,34
26,8,39,10,51
23,10,52,10,38
21,10,52,9,39
33,10,50,3,47
26,18,51,8,41
20,9,44,14,42
20,9,56,9,35
23,8,54,6,40
23,14,51,9,40
36,11,44,7,49
16,17,50,8,42
21,10,47,11,42
22,14,48,9,43
22,16,58,2,40
26,15,46,12,42
23,15,48,8,44
27,14,49,9,42
29,11,50,12,38
23,17,54,10,36
16,7,58,15,27
24,10,49,8,43
27,10,50,6,44
25,15,48,12,40
24,10,50,8,42
28,16,50,7,43
26,11,52,5,43
25,13,47,6,47
21,9,47,4,49
14,16,62,10,28
18,12,56,10,34
24,19,52,6,42
19,19,57,10,33
24,10,45,12,43
25,16,53,6,41
15,18,60,9,31
22,15,56,9,35
23,13,52,6,42
26,15,58,3,39
24,9,48,8,44
20,13,52,10,38
22,8,47,11,42
27,15,48,9,43
22,19,60,3,37
22,11,53,4,43
23,11,56,6,38
26,12,48,10,42
23,20,51,9,40
28,11,50,5,45
27,9,46,3,51
24,9,47,9,44
21,14,54,10,36
25,8,46,10,44
23,10,46,9,45
25,11,50,6,44
27,15,49,8,43
26,7,47,7,46
24,8,52,11,37
26,9,51,6,43
26,10,40,8,52
18,12,51,13,36
12,11,58,11,31
23,15,54,7,39
18,11,53,14,33
23,10,47,7,46
24,15,52,3,45
22,10,43,21,36
14,14,56,8,36
28,12,45,6,49
29,6,45,12,43
21,15,57,6,37
24,10,51,5,44
21,14,55,12,33
25,16,52,6,42
25,17,53,5,42
22,20,62,2,36
18,18,53,4,43
21,12,59,9,32
24,12,50,2,48
29,14,44,8,48
24,7,56,2,42
25,12,49,12,39
26,8,44,7,49
27,13,51,8,41
21,8,51,7,42
18,17,56,14,30
22,13,45,12,43
28,13,55,4,41
15,13,60,7,33
30,12,49,7,44
17,18,58,8,34
23,15,54,5,41
26,18,51,1,48
26,9,49,11,40
22,8,56,8,36
20,12,57,8,35
23,13,54,5,41
25,8,52,8,40
33,12,42,8,50
19,9,52,10,38
22,18,61,4,35
15,9,49,12,39
24,14,49,11,40
15,9,54,5,41
23,11,49,7,44
27,14,47,6,47
29,14,51,8,41
20,14,53,9,38
20,12,53,6,41
27,11,44,9,47
27,12,47,7,46
24,7,50,10,40
26,16,51,8,41
17,17,56,11,33
19,10,56,9,35
25,18,56,5,39
26,17,46,6,48
22,11,56,8,36
23,18,57,6,37
18,9,52,14,34
21,16,57,7,36
20,12,54,6,40
17,9,53,11,36
22,13,50,9,41
26,16,55,6,39
23,11,54,8,38
27,9,45,8,47
24,11,57,7,36
26,15,59,5,36
18,12,50,5,45
23,11,44,9,47
26,8,52,6,42
14,18,61,9,30
21,11,52,6,42
24,6,57,6,37
27,10,53,4,43
26,16,51,9,40
26,9,46,7,47
24,14,57,7,36
25,16,47,9,44
23,11,55,7,38
26,17,50,7,43
13,19,60,12,28
29,10,58,6,36
25,7,48,8,44
22,9,50,4,46
36,8,45,7,48
23,15,56,10,34
28,10,47,8,45
19,13,50,12,38
20,12,51,9,40
18,12,61,6,33
17,13,55,11,34
25,5,46,10,44
22,13,48,10,42
17,12,57,8,35
27,13,57,8,35
26,12,49,8,43
19,13,55,9,36
20,11,48,9,43
20,13,56,8,36
21,12,51,9,40
21,12,58,6,36
16,13,47,13,40
25,10,53,9,38
32,8,36,12,52
23,12,53,8,39
20,10,52,4,44
22,16,47,9,44
27,8,47,7,46
15,14,60,7,33
26,11,51,12,37
20,11,51,5,44
23,11,52,11,37
24,11,50,8,42
20,19,65,2,33
23,11,42,12,46
23,12,51,8,41
29,6,43,10,47
26,7,46,8,46
26,11,52,6,42
20,14,57,3,40
17,15,55,7,38
24,14,51,12,37
22,10,58,8,34
14,15,63,7,30
21,13,52,6,42
30,13,52,7,41
19,12,53,5,42
17,16,59,7,34
34,9,39,11,50
23,6,52,6,42
20,14,57,9,34
24,18,48,12,40
31,11,48,4,48
22,14,56,7,37
24,16,49,8,43
21,9,53,11,36
23,9,53,5,42
22,10,49,11,40
23,14,49,8,43
13,17,58,13,29
22,7,55,4,41
22,14,54,5,41
22,8,51,8,41
18,12,64,7,29
20,15,48,7,45
23,12,54,8,38
28,12,57,6,37
22,13,54,9,37
16,16,59,8,33
22,15,57,5,38
18,12,56,2,42
25,11,47,2,51
20,11,53,6,41
21,16,58,4,38
17,9,49,10,41
28,15,45,10,45
14,11,59,10,31
19,9,58,5,37
21,14,53,7,40
24,8,48,11,41
24,11,54,1,45
22,13,55,9,36
16,17,57,6,37
24,9,46,11,43
23,17,52,7,41
23,11,56,3,41
24,12,52,5,43
24,21,51,9,40
24,13,51,9,40
33,13,39,11,50
14,11,56,12,32
27,11,55,4,41
22,15,57,11,32
22,13,56,4,40
16,15,57,7,36
33,9,39,11,50
29,12,47,10,43
21,14,51,7,42
21,13,54,9,37
23,11,55,8,37
22,10,49,7,44
28,15,49,6,45
25,14,47,8,45
26,13,55,6,39
19,13,51,6,43
19,12,47,11,42
13,12,58,10,32
27,13,53,9,38
13,15,54,5,41
30,7,46,9,45
21,13,46,8,46
26,9,47,4,49
24,14,51,5,44
21,13,59,3,38
21,12,52,11,37
23,12,49,8,43
20,9,59,8,33
36,9,44,6,50
27,13,45,9,46
28,15,49,7,44
30,11,53,6,41
18,16,60,7,33
22,11,49,10,41
25,16,49,10,41
25,12,52,6,42
22,11,48,14,38
24,12,50,8,42
19,13,51,15,34
27,9,46,1,53
17,21,57,12,31
20,14,57,8,35
22,17,51,7,42
23,14,61,7,32
24,13,59,7,34
20,11,53,6,41
29,8,43,9,48
18,15,58,8,34
15,11,55,7,38
20,13,60,7,33
22,11,62,8,30
26,10,47,8,45
23,15,53,8,39
24,7,47,11,42
24,21,55,10,35
26,11,53,8,39
21,13,52,5,43
23,17,49,10,41
25,15,48,8,44
17,14,57,6,37
19,13,52,6,42
20,11,55,11,34
22,11,50,9,41
24,14,52,10,38
25,10,41,14,45
24,9,51,10,39
25,16,56,12,32
27,11,52,6,42
25,17,60,5,35
30,17,55,2,43
21,8,47,10,43
31,8,44,8,48
21,11,52,7,41
18,9,49,9,42
29,11,56,4,40
15,14,52,9,39
16,18,58,10,32
17,15,53,6,41
23,6,46,9,45
20,11,57,4,39
27,16,56,5,39
21,18,60,6,34
21,7,47,9,44
30,13,49,8,43
21,6,50,8,42
19,16,48,14,38
17,19,59,8,33
25,10,46,10,44
18,12,41,15,44
16,13,48,11,41
27,16,46,10,44
19,14,55,8,37
25,10,52,6,42
20,20,57,4,39
22,13,55,5,40
25,9,53,7,40
22,11,48,11,41
19,19,53,5,42
21,9,49,12,39
21,5,54,10,36
24,16,52,6,42
19,15,50,7,43
27,6,51,5,44
21,10,52,6,42
18,9,53,6,41
23,9,50,8,42
27,10,53,9,38
22,11,52,7,41
20,17,60,6,34
19,17,59,3,38
17,15,58,10,32
24,17,51,9,40
29,12,46,8,46
18,13,55,6,39
21,9,62,4,34
24,7,53,9,38
20,13,58,6,36
21,17,59,6,35
30,10,49,7,44
19,8,50,12,38
23,15,58,5,37
27,16,51,6,43
26,11,50,5,45
24,9,47,13,40
23,12,53,6,41
17,12,66,5,29
15,15,52,11,37
25,17,45,9,46
21,14,54,14,32
20,12,61,5,34
22,15,47,9,44
22,6,47,11,42
25,16,52,7,41
21,10,44,9,47
20,14,58,3,39
25,6,41,8,51
22,12,51,4,45
20,18,56,6,38
19,13,54,9,37
20,12,59,5,36
21,9,59,7,34
20,10,56,6,38
25,16,53,9,38
24,13,51,4,45
21,15,56,7,37
18,11,53,9,38
21,9,50,8,42
20,15,55,9,36
17,13,57,13,30
16,11,48,12,40
20,19,58,8,34
17,10,56,6,38
23,12,49,10,41
26,9,54,7,39
23,9,55,5,40
21,16,54,3,43
31,8,46,6,48
22,13,54,7,39
31,14,48,3,49
21,13,60,8,32
27,8,44,8,48
23,8,47,4,49
25,7,51,6,43
22,8,49,7,44
22,11,45,6,49
17,12,56,7,37
25,11,62,2,36
19,12,54,6,40
19,8,56,6,38
19,9,58,4,38
22,15,56,7,37
20,16,58,10,32
23,9,47,7,46
18,15,50,5,45
25,8,49,10,41
17,14,54,7,39
25,7,48,4,48
23,15,61,5,34
27,12,50,11,39
23,7,51,7,42
22,11,57,7,36
11,10,63,7,30
27,15,50,9,41
21,8,50,12,38
21,16,54,6,40
20,13,54,8,38
23,8,48,5,47
27,14,53,6,41
25,8,47,5,48
22,14,54,8,38
28,15,47,12,41
25,11,47,7,46
25,10,43,12,45
23,12,58,6,36
28,17,47,9,44
13,19,59,10,31
20,16,56,4,40
18,20,56,12,32
23,16,61,4,35
26,14,55,6,39
19,14,55,10,35
22,20,58,5,37
20,12,55,7,38
27,10,52,7,41
22,13,49,10,41
28,14,54,3,43
29,14,47,6,47
29,11,48,2,50
15,14,60,5,35
17,13,50,3,47
27,7,48,7,45
22,12,57,6,37
17,10,63,11,26
21,16,56,9,35
25,11,52,10,38
13,15,59,8,33
20,13,53,11,36
17,11,55,7,38
28,10,50,5,45
15,10,54,10,36
16,8,60,8,32
24,14,44,10,46
24,11,46,8,46
25,11,52,6,42
30,11,47,6,47
15,13,56,14,30
18,7,48,8,44
20,15,52,7,41
32,9,48,6,46
18,8,47,11,42
24,13,54,6,40
26,12,45,11,44
25,11,48,7,45
21,10,52,7,41
17,16,66,6,28
28,11,50,9,41
18,16,61,6,33
25,16,57,3,40
21,14,54,8,38
21,12,53,6,41
30,9,43,10,47
30,7,44,9,47
25,11,52,10,38
24,9,44,9,47
28,17,51,4,45
22,12,53,11,36
27,9,44,14,42
28,14,48,9,43
18,6,55,4,41
21,12,53,7,40
28,15,51,5,44
30,7,50,8,42
20,11,62,7,31
24,9,55,2,43
33,11,43,8,49
19,11,49,7,44
20,14,58,7,35
24,10,43,4,53
27,13,53,8,39
26,14,44,9,47
24,13,56,6,38
24,10,49,7,44
20,10,48,14,38
29,18,53,4,43
24,11,51,7,42
19,10,49,6,45
27,10,45,9,46
15,16,62,6,32
21,10,49,10,41
23,11,51,9,40
18,17,62,2,36
26,14,42,8,50
23,7,51,4,45
20,22,56,5,39
23,13,52,10,38
22,11,53,3,44
16,19,59,8,33
27,10,52,11,37
31,5,40,7,53
30,8,45,9,46
18,13,51,13,36
25,13,50,11,39
26,16,52,13,35
18,10,56,7,37
24,9,48,3,49
22,11,59,8,33
33,8,47,8,45
21,6,42,10,48
26,9,45,9,46
22,13,59,3,38
28,13,53,3,44
20,12,47,6,47
23,10,48,15,37
24,11,53,5,42
22,13,56,7,37
25,12,46,7,47
19,7,53,10,37
14,12,54,12,34
27,13,56,6,38
32,16,47,10,43
23,12,48,4,48
28,11,56,4,40
22,11,48,6,46
19,9,49,9,42
19,14,59,5,36
17,15,62,9,29
27,5,50,8,42
21,14,62,8,30
20,12,55,7,38
23,11,49,8,43
19,18,55,7,38
22,14,55,7,38
21,11,62,3,35
29,13,47,4,49
20,10,53,7,40
23,11,60,3,37
28,9,45,9,46
17,17,52,9,39
26,12,43,10,47
27,10,50,7,43
25,16,58,4,38
20,13,49,8,43
25,17,52,5,43
24,8,49,5,46
24,15,51,7,42
25,7,51,8,41
20,11,59,5,36
17,10,48,10,42
25,7,49,10,41
22,10,55,5,40
24,12,50,6,44
16,9,52,12,36
28,7,48,6,46
28,17,44,10,46
23,13,57,8,35
22,17,55,6,39
25,7,53,7,40
23,10,50,7,43
21,14,58,7,35
22,12,53,7,40
30,19,52,5,43
11,7,49,14,37
22,12,56,9,35
28,10,45,5,50
31,10,48,9,43
25,7,45,9,46
23,12,57,6,37
28,5,41,11,48
22,8,53,9,38
21,17,55,8,37
26,12,40,10,50
27,12,47,4,49
15,16,60,8,32
26,10,50,6,44
32,12,45,4,51
23,7,51,7,42
26,16,53,3,44
18,18,60,7,33
14,12,63,9,28
17,12,55,13,32
22,15,55,7,38
28,14,47,5,48
23,8,57,6,37
23,14,49,9,42
25,10,54,9,37
16,14,61,6,33
21,15,50,10,40
18,7,52,6,42
28,6,44,10,46
19,15,56,5,39
27,10,47,6,47
15,16,57,12,31
17,12,51,10,39
19,10,49,9,42
27,17,50,7,43
26,17,49,11,40
24,12,55,8,37
22,12,57,4,39
22,12,55,8,37
26,11,53,11,36
30,11,51,8,41
20,14,53,11,36
24,10,48,10,42
21,14,57,9,34
24,11,52,7,41
19,13,50,6,44
29,14,47,10,43
20,12,51,8,41
18,15,61,2,37
23,10,45,13,42
17,18,60,10,30
24,11,53,5,42
22,17,63,7,30
26,12,49,9,42
33,12,51,6,43
25,8,50,12,38
15,11,59,8,33
20,16,51,7,42
23,14,54,3,43
27,13,55,4,41
25,7,49,8,43
22,14,59,7,34
21,12,58,8,34
29,5,40,12,48
22,15,52,8,40
21,11,46,10,44
26,19,57,5,38
27,18,54,5,41
24,9,52,9,39
23,18,52,8,40
23,8,48,10,42
19,7,53,8,39
24,12,53,6,41
24,10,58,3,39
15,12,55,8,37
24,11,50,8,42
25,11,49,6,45
20,18,59,4,37
19,11,54,10,36
20,15,55,5,40
27,10,52,5,43
19,10,48,9,43
23,9,51,8,41
20,14,57,10,33
21,12,51,6,43
25,13,49,5,46
18,14,58,4,38
24,9,56,5,39
19,14,50,10,40
23,12,52,7,41
26,16,60,2,38
24,13,49,9,42
24,11,48,8,44
17,11,58,5,37
21,11,58,6,36
16,18,56,9,35
18,14,56,8,36
20,11,60,10,30
27,8,50,7,43
21,17,63,4,33
25,8,47,10,43
17,10,56,7,37
21,14,52,8,40
23,11,55,5,40
27,14,48,7,45
20,12,55,7,38
19,14,56,11,33
24,11,40,14,46
28,16,50,5,45
28,12,44,7,49
21,14,56,6,38
22,14,46,7,47
25,6,48,10,42
14,15,64,9,27
34,10,44,7,49
16,17,56,15,29
18,12,58,10,32
15,13,55,9,36
25,14,57,5,38
23,17,55,8,37
19,10,57,6,37
21,12,54,10,36
23,12,48,7,45
24,8,50,13,37
23,9,54,11,35
15,13,61,9,30
28,11,49,7,44
25,7,46,6,48
23,16,47,11,42
32,9,49,9,42
21,7,55,4,41
23,16,57,5,38
24,11,46,5,49
18,12,56,9,35
21,9,55,6,39
25,10,47,11,42
22,13,51,6,43
26,7,47,7,46
33,15,46,5,49
19,8,62,5,33
24,16,48,7,45
24,12,53,9,38
22,14,51,9,40
15,21,64,6,30
26,13,51,8,41
19,11,56,5,39
24,14,60,5,35
14,12,61,7,32
23,6,44,9,47
23,10,48,7,45
14,17,52,9,39
21,12,53,4,43
17,9,57,7,36
23,15,50,10,40
13,9,54,8,38
28,11,44,6,50
19,11,56,3,41
26,9,46,11,43
24,10,53,5,42
12,14,58,7,35
23,13,53,5,42
23,10,54,2,44
22,6,55,6,39
23,9,54,9,37
26,8,50,11,39
20,14,50,10,40
22,15,51,10,39
26,12,46,10,44
22,16,58,4,38
20,12,52,9,39
30,8,51,6,43
15,13,57,9,34
20,9,55,10,35
27,8,47,6,47
23,17,47,10,43
27,11,50,5,45
23,10,52,9,39
16,7,52,16,32
17,20,60,3,37
17,13,56,5,39
22,16,56,7,37
24,16,49,5,46
27,9,45,6,49
24,8,47,13,40
26,9,40,6,54
21,11,55,7,38
17,8,60,4,36
21,5,47,8,45
23,11,54,3,43
22,16,53,4,43
18,12,53,10,37
22,10,49,10,41
22,18,53,4,43
30,13,45,10,45
20,8,57,5,38
27,9,50,9,41
24,10,48,7,45
23,10,55,7,38
30,10,49,9,42
26,15,43,12,45
25,11,47,7,46
24,11,53,8,39
17,14,48,15,37
22,14,52,10,38
24,14,50,6,44
17,8,44,13,43
27,11,50,9,41
29,13,50,7,43
25,10,50,8,42
22,18,58,7,35
35,9,45,6,49
18,15,52,4,44
19,13,52,8,40
21,9,48,7,45
23,7,48,10,42
24,12,44,10,46
23,14,57,6,37
15,9,56,8,36
21,10,46,9,45
18,9,54,10,36
25,13,53,7,40
14,14,60,14,26
29,16,45,9,46
20,10,62,5,33
21,16,55,6,39
26,9,53,5,42
18,11,56,7,37
20,14,54,8,38
22,14,55,6,39
26,7,49,8,43
25,16,44,9,47
27,8,46,5,49
18,14,60,7,33
26,15,53,2,45
27,12,46,11,43
23,11,52,9,39
23,19,53,8,39
22,9,57,6,37
22,11,52,8,40
17,16,55,8,37
24,12,45,8,47
27,11,53,3,44
22,16,54,7,39
27,7,50,7,43
24,8,54,4,42
20,16,54,11,35
14,14,57,10,33
22,13,55,9,36
22,12,51,6,43
21,20,50,8,42
25,13,51,6,43
27,12,53,5,42
24,11,45,10,45
27,17,51,5,44
18,14,59,10,31
22,12,48,8,44
21,13,55,6,39
18,14,56,9,35
20,13,51,8,41
19,14,56,11,33
28,12,47,5,48
22,8,50,13,37
30,9,43,6,51
24,10,48,7,45
19,9,53,8,39
21,9,48,13,39
26,11,50,7,43
36,14,36,7,57
19,8,46,8,46
26,16,46,7,47
22,7,45,9,46
24,19,53,6,41
13,15,63,9,28
20,15,55,7,38
23,12,51,8,41
22,7,52,4,44
19,11,53,10,37
17,13,57,8,35
17,16,62,11,27
23,11,61,8,31
19,12,58,8,34
23,13,53,8,39
21,12,54,8,38
21,13,51,6,43
26,19,47,10,43
22,23,62,4,34
21,13,47,12,41
23,12,52,6,42
15,7,54,13,33
15,13,54,10,36
20,18,52,9,39
29,10,49,8,43
35,10,46,5,49
25,8,47,10,43
28,9,47,9,44
22,17,54,10,36
18,6,50,5,45
25,13,49,9,42
26,18,45,6,49
25,12,46,8,46
19,6,45,12,43
21,19,53,5,42
26,20,52,4,44
18,18,58,10,32
26,11,47,7,46
19,15,47,7,46
23,11,49,6,45
22,10,50,10,40
21,13,45,6,49
18,13,53,11,36
22,9,49,13,38
22,20,56,4,40
25,10,40,10,50
23,14,52,8,40
24,14,52,7,41
29,7,53,5,42
21,11,56,6,38
20,8,51,10,39
19,11,55,7,38
23,9,53,10,37
16,16,60,3,37
15,16,54,10,36
25,14,58,5,37
16,13,51,10,39
24,16,56,3,41
27,17,50,6,44
17,15,57,7,36
18,16,60,11,29
26,9,49,5,46
22,11,52,8,40
21,12,53,12,35
22,12,50,7,43
16,7,55,5,40
27,10,46,8,46
22,15,55,7,38
25,17,54,6,40
27,10,47,6,47
28,17,54,2,44
22,10,55,8,37
22,14,54,7,39
15,18,52,11,37
26,16,46,14,40
28,11,39,9,52
28,13,48,10,42
19,11,55,6,39
22,13,61,5,34
28,11,49,7,44
22,13,59,3,38
30,9,45,7,48
24,10,55,7,38
21,12,56,5,39
17,7,54,9,37
20,10,49,7,44
21,14,53,10,37
24,10,43,11,46
22,14,46,15,39
25,13,52,8,40
18,11,55,9,36
26,10,57,5,38
25,7,46,11,43
25,13,54,10,36
26,14,53,1,46
15,16,59,10,31
20,13,60,4,36
27,15,52,8,40
30,8,44,5,51
23,10,52,10,38
31,14,50,5,45
29,5,43,10,47
25,7,47,7,46
23,10,52,4,44
19,13,53,9,38
28,13,50,7,43
32,11,46,5,49
20,9,50,10,40
30,8,45,8,47
15,15,60,7,33
24,9,50,10,40
28,6,49,6,45
20,12,53,11,36
28,11,43,8,49
34,8,45,5,50
23,8,50,7,43
25,14,58,5,37
22,12,51,10,39
26,17,49,9,42
16,17,59,7,34
28,11,52,6,42
22,16,48,7,45
21,10,54,4,42
20,13,52,9,39
23,12,54,9,37
27,11,48,6,46
24,16,58,10,32
22,12,51,5,44
18,14,55,7,38
33,12,46,5,49
21,14,49,9,42
27,15,55,6,39
29,9,50,7,43
27,9,49,11,40
21,14,53,9,38
22,18,52,14,34
29,17,47,6,47
27,9,51,10,39
24,16,54,5,41
19,14,57,9,34
29,13,46,10,44
22,11,56,7,37
26,14,52,10,38
25,8,47,6,47
20,14,59,10,31
27,10,46,8,46
31,11,49,4,47
21,14,58,7,35
18,16,54,10,36
32,10,47,8,45
24,12,48,6,46
21,9,52,10,38
27,10,50,9,41
31,14,48,6,46
15,13,50,12,38
29,11,50,3,47
14,5,56,3,41
27,14,45,8,47
26,10,46,6,48
22,11,52,10,38
25,11,58,1,41
13,19,60,6,34
20,11,53,10,37
23,10,41,8,51
27,13,55,5,40
19,15,58,7,35
26,12,49,12,39
26,11,43,11,46
24,9,54,9,37
23,10,46,8,46
27,15,52,7,41
22,14,55,9,36
23,14,50,8,42
24,10,53,7,40
20,16,56,4,40
22,8,52,11,37
20,16,53,13,34
9,11,60,8,32
26,12,54,4,42
21,11,58,6,36
29,11,42,10,48
23,16,58,5,37
18,12,59,9,32
22,9,52,5,43
23,10,58,7,35
31,7,48,4,48
32,10,48,8,44
19,9,54,8,38
17,10,57,10,33
26,9,48,7,45
23,7,56,5,39
19,11,58,3,39
26,10,49,8,43
26,6,39,11,50
22,16,54,4,42
29,11,49,6,45
30,13,47,9,44
25,10,51,3,46
20,11,53,15,32
21,13,62,5,33
19,6,51,7,42
24,13,52,6,42
17,9,57,7,36
21,16,55,8,37
16,21,60,5,35
20,8,52,11,37
24,8,51,7,42
17,10,54,7,39
17,13,58,9,33
31,15,50,5,45
26,9,46,8,46
22,14,47,10,43
25,14,51,6,43
28,13,48,6,46
16,23,63,8,29
28,12,49,6,45
17,14,56,6,38
15,12,56,8,36
33,13,42,5,53
26,9,47,8,45
24,15,53,8,39
25,13,53,7,40
25,9,42,10,48
18,18,56,7,37
32,12,42,8,50
16,8,54,4,42
19,15,49,8,43
10,17,49,14,37
24,6,48,10,42
20,17,55,12,33
21,14,50,11,39
32,15,46,7,47
21,8,49,9,42
17,15,63,7,30
26,14,43,12,45
20,10,57,6,37
26,12,56,6,38
23,11,54,9,37
19,16,66,4,30
24,13,58,7,35
21,16,52,13,35
23,10,50,8,42
24,15,56,8,36
21,14,55,8,37
22,17,52,9,39
18,11,50,10,40
23,12,51,10,39
27,8,47,6,47
20,13,50,7,43
24,8,50,9,41
23,18,55,7,38
26,11,59,6,35
28,10,50,6,44
10,18,63,10,27
20,14,55,13,32
26,10,44,7,49
28,7,48,6,46
24,18,50,8,42
21,10,53,8,39
25,7,48,3,49
22,14,53,5,42
28,12,51,8,41
19,7,45,11,44
18,15,49,9,42
20,19,55,10,35
21,11,56,11,33
25,17,53,7,40
20,20,53,6,41
21,13,55,4,41
20,19,55,8,37
24,14,59,6,35
23,11,50,5,45
26,12,44,7,49
25,17,52,9,39
27,15,52,5,43
19,9,59,8,33
20,18,61,6,33
23,17,53,10,37
26,13,54,9,37
16,9,53,8,39
21,16,56,8,36
33,8,46,9,45
22,18,51,7,42
17,15,60,7,33
18,11,52,7,41
19,12,54,7,39
26,11,51,6,43
23,12,52,9,39
19,18,52,9,39
30,8,47,7,46
22,18,57,5,38
22,8,52,6,42
25,6,51,6,43
25,12,52,6,42
19,14,54,4,42
29,7,49,9,42
25,11,53,9,38
25,13,55,9,36
17,13,64,3,33
25,10,55,5,40
29,13,49,5,46
24,13,57,7,36
19,15,58,3,39
24,9,52,6,42
26,9,49,9,42
28,8,49,6,45
28,16,45,8,47
29,7,49,9,42
21,15,60,4,36
21,9,45,12,43
26,11,50,8,42
22,12,50,9,41
23,13,57,5,38
28,13,46,6,48
18,12,54,5,41
30,8,46,7,47
21,15,52,8,40
23,8,45,12,43
27,14,55,6,39
21,6,49,11,40
19,8,47,7,46
26,11,51,8,41
20,9,57,12,31
26,14,54,7,39
19,10,51,11,38
25,13,54,6,40
20,10,53,6,41
21,10,48,8,44
17,13,48,9,43
28,14,47,6,47
22,14,57,2,41
26,14,51,11,38
19,13,62,8,30
19,13,52,6,42
15,9,50,15,35
28,16,50,8,42
19,18,62,4,34
15,11,61,6,33
20,18,54,6,40
34,10,38,7,55
25,10,52,6,42
23,12,53,5,42
21,12,58,7,35
25,15,53,4,43
26,12,55,5,40
22,14,48,12,40
25,8,47,11,42
19,15,57,8,35
23,8,53,8,39
28,14,51,4,45
16,10,61,5,34
26,13,47,8,45
20,10,60,6,34
15,12,53,9,38
21,14,60,3,37
27,7,53,8,39
20,12,48,6,46
27,11,50,5,45
28,9,51,6,43
29,13,49,4,47
27,9,54,6,40
23,9,48,8,44
17,30,63,9,28
23,16,59,5,36
22,16,52,7,41
21,10,51,8,41
28,8,48,8,44
17,14,60,4,36
23,15,53,7,40
25,10,60,11,29
18,20,58,6,36
27,11,48,11,41
29,8,40,5,55
21,14,57,5,38
27,8,51,12,37
29,9,50,6,44
26,12,56,4,40
21,11,55,6,39
21,6,55,11,34
31,11,44,5,51
27,16,51,5,44
21,9,55,10,35
27,10,47,4,49
29,12,53,7,40
23,14,56,5,39
24,9,52,5,43
19,11,50,10,40
20,18,61,7,32
16,16,54,11,35
23,14,54,9,37
24,11,51,9,40
26,11,51,8,41
27,5,44,10,46
17,16,56,8,36
10,11,57,3,40
25,11,51,8,41
22,20,51,9,40
26,4,45,8,47
22,14,55,4,41
19,16,57,7,36
20,12,56,13,31
19,14,52,11,37
21,18,54,12,34
27,16,46,10,44
19,11,56,5,39
31,14,49,7,44
21,14,51,9,40
25,13,49,9,42
19,13,55,7,38
16,12,58,6,36
23,17,58,8,34
20,15,57,8,35
26,10,51,6,43
29,12,45,8,47
19,5,52,12,36
29,11,48,5,47
20,15,51,6,43
26,9,42,15,43
27,6,41,5,54
18,11,50,13,37
18,10,52,8,40
27,7,51,5,44
23,14,46,11,43
24,6,40,10,50
24,17,49,7,44
24,13,53,5,42
24,9,51,6,43
23,9,46,6,48
15,17,62,4,34
23,13,55,7,38
19,11,48,9,43
25,14,54,7,39
24,11,55,6,39
35,11,46,5,49
19,13,48,10,42
24,9,48,10,42
18,15,57,9,34
20,14,58,11,31
19,20,61,4,35
30,16,54,2,44
26,9,48,13,39
22,13,53,9,38
20,12,45,15,40
24,11,49,7,44
23,17,55,5,40
10,9,62,7,31
19,9,53,6,41
17,14,62,7,31
31,7,50,6,44
22,14,46,15,39
24,13,54,9,37
27,13,46,8,46
20,17,55,6,39
24,8,48,8,44
29,6,50,6,44
18,14,53,7,40
18,15,59,9,32
21,15,59,7,34
22,8,58,4,38
23,14,53,8,39
27,13,41,9,50
24,16,50,6,44
23,13,57,6,37
25,16,51,7,42
20,12,48,11,41
24,8,54,5,41
28,9,51,5,44
22,14,52,9,39
20,14,56,6,38
24,7,49,8,43
18,17,57,10,33
14,16,50,11,39
23,11,48,11,41
23,14,54,4,42
23,12,55,6,39
20,14,54,9,37
18,14,57,9,34
24,9,52,6,42
29,11,45,6,49
22,11,50,7,43
20,15,54,12,34
22,14,57,6,37
22,11,50,4,46
20,11,52,8,40
19,11,59,5,36
21,9,48,9,43
21,10,57,7,36
25,12,49,8,43
23,13,48,8,44
18,17,52,5,43
37,9,46,6,48
25,16,60,3,37
34,11,50,7,43
26,5,48,8,44
24,10,49,9,42
21,17,59,10,31
24,8,47,9,44
16,11,49,7,44
21,13,57,4,39
26,11,51,13,36
17,14,55,7,38
16,13,59,5,36
29,7,47,6,47
19,15,59,5,36
27,14,50,9,41
25,9,52,7,41
30,12,47,5,48
27,19,54,9,37
21,14,47,21,32
27,10,48,6,46
23,16,50,12,38
26,5,44,11,45
19,10,52,8,40
21,12,53,5,42
16,14,53,6,41
29,10,53,8,39
20,12,52,7,41
21,12,50,8,42
21,4,41,10,49
23,15,51,5,44
22,12,53,4,43
23,13,53,7,40
23,11,55,9,36
19,15,53,14,33
24,10,47,6,47
19,14,55,10,35
15,14,50,9,41
22,18,54,9,37
31,9,49,0,51
18,14,53,13,34
25,12,51,7,42
22,18,53,5,42
24,17,48,6,46
17,10,56,6,38
23,17,52,4,44
23,8,47,7,46
22,17,57,7,36
22,12,51,9,40
23,12,49,9,42
28,8,47,6,47
20,11,51,11,38
20,13,52,13,35
28,10,46,10,44
27,12,52,5,43
31,8,39,8,53
20,16,50,13,37
25,13,49,8,43
26,9,50,7,43
17,13,54,11,35
21,18,51,5,44
21,16,54,9,37
14,19,63,8,29
